鄉鎮市區,交易標的,建物型態,主要用途,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,車位類別,電梯,公設比,屋齡,豪宅,面積大小,移轉層次_數字,總樓層數_數字,移轉層次_級距
萬華區,房地(土地+建物),華廈(10層含以下有電梯),住家用,86.48,3,2,2,0,17150000,198312,無車位,1,0.2043,39.84383562,0,中,8,9,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,42.03,1,1,1,0,11500000,273614,無車位,1,0.3379,14.50684932,0,小,11,14,十一到十五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,126.59,2,2,1,1,28400000,258117,坡道平面,1,0.3736,14.51506849,0,中,10,14,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,17.19,0,1,1,1,3380000,196626,無車位,1,0.2199,44.42191781,0,小,11,11,十一到十五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,76.88,1,1,1,1,14500000,188606,坡道平面,1,0.6188,14.89315068,0,中,4,14,一到五層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,133.79,5,3,3,0,28000000,209283,無車位,0,0.1504,47.47945205,0,中,4,4,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,47.31,2,1,1,0,13200000,279011,無車位,1,0.316,35.26575342,0,小,6,7,六到十層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,125.04,3,2,1,1,34380000,274952,無車位,1,0.3712,18.30958904,0,中,11,13,十一到十五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,76.14,3,2,1,0,18680000,245338,無車位,0,0,45.24657534,0,中,3,5,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,168.86,3,2,2,1,53680000,317896,坡道平面,1,0.4362,26.05753425,0,大,9,13,六到十層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,88.78,3,2,2,0,20000000,225276,無車位,0,0,48.85753425,0,中,3,4,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,101.45,3,2,2,0,21000000,206999,無車位,0,0,48.94520548,0,中,2,4,一到五層
松山區,房地(土地+建物),華廈(10層含以下有電梯),住商用,86.47,1,1,1,1,42500000,491500,無車位,1,0.0709,41.09589041,0,中,1,7,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,50.47,1,1,1,1,16380000,324549,無車位,1,0.3596,10.43013699,0,小,11,13,十一到十五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,38.29,1,1,1,1,4970000,129799,無車位,1,0.1857,42.4109589,0,小,8,8,六到十層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,88.14,3,1,3,0,16200000,183799,無車位,0,0,51.32328767,0,中,2,4,一到五層
士林區,建物,公寓(5樓含以下無電梯),住家用,100.78,1,0,1,0,9000000,89303,無車位,0,0,48.26575342,0,中,1,4,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,59.4,4,2,2,1,22580000,380135,無車位,1,0,47.62739726,0,小,12,12,十一到十五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,40.28,1,0,1,1,13700000,340119,無車位,1,0.3292,36.88219178,0,小,5,10,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,171.57,6,2,4,0,43680000,254590,無車位,0,0,54.77534247,0,大,2,4,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,152.76,3,2,2,1,43500000,284760,無車位,1,0.254,27.56164384,0,中,10,12,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,100.04,3,2,2,1,19000000,189924,無車位,1,0.1781,44.8,0,中,3,12,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,87.36,4,0,4,0,17600000,201465,無車位,0,0,49.04657534,0,中,3,4,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住商用,98.39,3,2,2,0,23180000,235593,無車位,0,0,44.55890411,0,中,1,5,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,170.31,4,2,2,0,31000000,182021,無車位,0,0,48.90684932,0,大,2,4,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,57.68,1,1,1,1,23800000,412621,無車位,1,0.3927,1.331506849,0,小,2,7,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),其他,238.47,4,2,3,1,41000000,181000,坡道平面,1,0.1277,33.21917808,0,大,3,15,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,106.08,3,2,2,0,18000000,169683,無車位,0,0,50.85479452,0,中,3,4,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,184.51,4,2,2,0,20800000,112731,無車位,0,0.0728,35.30958904,0,大,4,5,一到五層
中正區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,171.94,4,2,2,1,38000000,221007,坡道平面,1,0.3875,20.11232877,0,大,2,7,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,282.22,4,2,2,1,68200000,264718,坡道平面,1,0.4185,11.64383562,0,大,10,20,六到十層
大同區,房地(土地+建物),華廈(10層含以下有電梯),住家用,115.1,3,2,2,1,31000000,269331,無車位,1,0.206,36.5369863,0,中,8,10,六到十層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,70.49,0,0,0,1,18200000,258193,無車位,1,0.3935,3.789041096,0,中,6,12,六到十層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,87.37,1,1,1,1,15680000,179467,坡道平面,1,0.5955,8.164383562,0,中,23,26,二十層以上
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,37.35,1,1,1,1,8700000,232932,無車位,1,0.2527,35.62739726,0,小,4,12,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,18.46,1,0,1,1,3700000,200433,無車位,1,0.1972,46.71780822,0,小,12,12,十一到十五層
中正區,建物,住宅大樓(11層含以上有電梯),商業用,146.08,3,0,1,1,18000000,123220,無車位,1,0.2145,31.78630137,0,中,8,11,六到十層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,100.39,3,2,2,0,16900000,168343,無車位,0,0,46.64931507,0,中,3,4,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,53.19,2,2,1,1,13360000,251175,無車位,1,0.2019,27.10958904,0,小,6,6,六到十層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,175.44,3,2,2,1,44100000,251368,坡道平面,1,0.4523,9.556164384,0,大,8,14,六到十層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,95.76,2,2,1,1,21500000,269896,其他,1,0.5096,0.38630137,0,中,3,13,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,336.33,3,2,2,1,69900000,273205,坡道平面,1,0.531,9.821917808,0,大,5,10,一到五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,105.4,1,1,1,1,19800000,270059,坡道平面,1,0.6187,14.1260274,0,中,8,12,六到十層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,289.74,2,2,2,1,69000000,308077,坡道平面,1,0.5036,9.589041096,0,大,3,14,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,27.48,1,0,1,1,4150000,151019,無車位,1,0.3002,45.35616438,0,小,12,14,十一到十五層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,74.4,3,2,2,0,18000000,241935,無車位,0,0,53.78630137,0,中,3,4,一到五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,164.51,4,2,2,1,27600000,207964,坡道平面,1,0.0906,29.82465753,0,中,3,16,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,94.89,3,2,1,0,14000000,147539,無車位,0,0,44.09041096,0,中,3,5,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,119.16,2,1,2,1,36700000,347347,升降機械,1,0.4408,13.63287671,0,中,9,18,六到十層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,165.74,3,2,2,1,26800000,200363,坡道平面,1,0.0878,29.77808219,0,大,9,16,六到十層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,86.6,2,1,1,1,21000000,242494,坡道機械,1,0.4127,24.69589041,0,中,14,14,十一到十五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,31.32,0,0,0,1,6700000,213921,無車位,1,0.342,27.30958904,0,小,11,11,十一到十五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,40.43,2,1,1,1,10500000,259708,無車位,1,0.114,46.54794521,0,小,5,7,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,139.74,4,2,2,0,27600000,197510,無車位,0,0.0726,35.19178082,0,中,4,5,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,99.06,3,2,2,0,27000000,272562,無車位,0,0,51.02191781,0,中,4,4,一到五層
南港區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,49.18,1,0,1,1,12800000,260268,坡道機械,1,0.5041,14.40821918,0,小,4,7,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,116.79,3,2,1,1,28000000,239747,無車位,1,0.1639,39.92328767,0,中,4,12,一到五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,113.13,2,2,2,1,19000000,167948,無車位,1,0.2677,39.78082192,0,中,6,7,六到十層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,115.48,2,2,2,1,18900000,163665,升降平面,1,0.1992,34.48493151,0,中,2,11,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,95.18,4,2,1,0,14280000,150032,無車位,0,0,43.63287671,0,中,4,5,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,69.15,3,2,2,1,6680000,96602,無車位,0,0.2683,35.25753425,0,中,5,5,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),商業用,49.23,1,1,1,1,6700000,136096,無車位,1,0.2405,42,0,小,4,7,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,127.81,3,2,2,0,19960000,156169,無車位,0,0.0626,39.95068493,0,中,3,5,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,101.2,2,2,1,1,19500000,192688,坡道機械,1,0.5046,15.78082192,0,中,7,7,六到十層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,85.65,2,2,2,0,20000000,233508,無車位,1,0.1041,30.73150685,0,中,3,5,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,80.12,3,2,1,0,18880000,235647,無車位,0,0,49.85479452,0,中,3,4,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,140.92,1,2,2,1,42200000,299461,無車位,1,0,51.56164384,0,中,2,6,一到五層
大安區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,84.54,1,1,1,1,34000000,402176,塔式車位,1,0.4614,13.15342466,0,中,5,7,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,153.52,4,4,2,0,48800000,317874,無車位,1,0,51.88767123,0,中,3,5,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,101.62,3,1,2,1,31300000,308010,無車位,1,0.0716,34.74520548,0,中,2,12,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,40.82,2,0,2,1,8200000,200882,無車位,1,0.1629,43.51780822,0,小,11,11,十一到十五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,54.08,2,2,2,0,9000000,166420,無車位,0,0,54.69589041,0,小,2,4,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,150.86,3,1,1,1,45300000,387954,坡道平面,1,0.5245,2.18630137,0,中,17,18,十六到二十層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,155.67,2,2,2,1,45100000,365283,坡道平面,1,0.5191,2.189041096,0,中,15,18,十一到十五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,85.5,3,2,2,0,14500000,169591,無車位,0,0.0498,36.31506849,0,中,3,5,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,33.76,1,1,1,1,15708000,465284,無車位,1,0.3146,17.80821918,0,小,13,13,十一到十五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,36.28,1,1,1,1,10700000,294928,無車位,1,0.1963,40.01917808,0,小,5,12,一到五層
北投區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,62.56,1,1,1,1,10900000,174233,無車位,1,0.3406,12.23013699,0,小,7,19,六到十層
士林區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,103.11,1,1,1,1,30860000,299292,無車位,1,0.3492,16.06027397,0,中,10,13,六到十層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,126.64,3,2,2,0,16000000,126342,無車位,0,0,47.42191781,0,中,4,4,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,165.6,3,3,2,0,17500000,105676,無車位,0,0.0736,40.09863014,0,大,5,5,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,38.94,1,1,1,1,17000000,436569,無車位,1,0.3767,17.14794521,0,小,13,14,十一到十五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,101.6,3,2,2,0,18500000,182087,無車位,0,0,43.31506849,0,中,3,5,一到五層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,152.26,2,3,2,1,27180000,178510,坡道機械,1,0.3317,16.51232877,0,中,5,5,一到五層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,43.7,1,1,1,1,8980000,205492,無車位,1,0.3167,20.64109589,0,小,13,14,十一到十五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,97.03,3,2,2,1,14850000,153045,無車位,0,0.0739,40.62191781,0,中,2,5,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,172.91,3,2,2,1,36000000,220147,坡道平面,1,0.3937,13.2739726,0,大,3,19,一到五層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,120.15,3,2,2,1,34600000,287973,無車位,1,0.3898,2.230136986,0,中,15,15,十一到十五層
中正區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,162.01,0,0,0,1,78900000,487007,無車位,1,0.3017,0.945205479,0,中,4,21,一到五層
萬華區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,96.14,2,1,1,1,20690000,215207,其他,1,0.4765,4.243835616,0,中,3,9,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),商業用,67,1,1,0,1,14190000,211791,無車位,1,0.2021,41.59178082,0,中,5,8,一到五層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,104.35,1,2,2,1,20050000,192142,無車位,1,0.3143,27.95342466,0,中,1,13,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,148.73,3,2,2,1,22000000,180004,升降平面,1,0.34,22.77534247,0,中,3,14,一到五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,76.65,2,2,1,0,19250000,251142,無車位,0,0,49.53424658,0,中,1,4,一到五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),住家用,171.41,2,2,1,1,42000000,245027,無車位,1,0.104,49.5369863,0,大,3,7,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,35.34,1,0,1,0,6850000,193831,其他,1,0.5722,25.84383562,0,小,3,12,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,113.72,2,2,1,0,33700000,296342,無車位,0,0,51.08493151,0,中,4,4,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,264.24,0,2,1,1,38000000,143809,升降機械,1,0.4797,12.34246575,0,大,0,15,一層與地下層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,37.1,2,1,1,1,10350000,278976,無車位,1,0.2396,46.60273973,0,小,4,7,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,72.26,2,2,1,1,21200000,293385,無車位,1,0.3501,0.38630137,0,中,7,13,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,39.45,1,1,1,1,9000000,228137,無車位,1,0.1556,30.45479452,0,小,6,12,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,52.4,1,1,1,1,13610000,259733,無車位,1,0.2819,16.82465753,0,小,9,11,六到十層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,195.8,4,2,2,1,52170000,266445,坡道平面,1,0.2704,27.45205479,0,大,14,15,十一到十五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,38.62,0,1,1,1,10420000,269808,無車位,1,0.3177,28.4630137,0,小,6,15,六到十層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,150.26,0,0,0,1,34000000,226274,無車位,1,0.1664,43.50684932,0,中,2,12,一到五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,92.63,2,2,2,0,22500000,242902,無車位,1,0.2527,33.71780822,0,中,3,7,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,65.1,2,1,1,0,10660000,163748,無車位,0,0,48.6739726,0,小,3,4,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,101.56,3,2,2,0,23000000,226467,無車位,0,0,52.95890411,0,中,2,4,一到五層
